outlet_id,region,outlet_size,population_density,number_of_skus_sold,average_household_income
outlet_code_2753,upcountry,1281,408,22,47435
outlet_code_2754,upcountry,1457,426,25,52701
outlet_code_2755,western,3499,4799,50,149970
outlet_code_2756,western,249,1533,27,99436
outlet_code_2757,western,1485,2771,47,153528
outlet_code_2758,western,1254,2307,39,130375
outlet_code_2759,western,816,1432,24,86581
outlet_code_2760,outstation,354,138,18,88499
outlet_code_2761,outstation,337,134,17,84127
outlet_code_2762,outstation,388,147,19,96902
outlet_code_2763,outstation,228,107,11,57018
outlet_code_2764,outstation,307,127,15,76685
outlet_code_2765,outstation,1166,256,15,73300
outlet_code_2766,outstation,1058,243,14,67876
outlet_code_2767,outstation,1616,310,19,95777
outlet_code_2768,outstation,726,203,10,51285
outlet_code_2769,outstation,1664,316,20,98220
outlet_code_2770,outstation,751,206,11,52549
outlet_code_2771,upcountry,356,456,22,53404
outlet_code_2772,upcountry,1376,418,24,50272
outlet_code_2773,upcountry,1272,407,21,47171
outlet_code_2774,western,2127,2053,23,81328
outlet_code_2775,western,326,2691,39,138049
outlet_code_2776,western,304,2357,36,126891
outlet_code_2777,western,308,2421,36,129048
outlet_code_2778,western,1114,2029,35,116446
outlet_code_2779,western,846,1492,25,89619
outlet_code_2780,western,1350,2500,43,140012
outlet_code_2781,western,1554,2907,50,160362
outlet_code_2782,western,1156,2113,36,120635
outlet_code_2783,western,1655,3109,53,170455
outlet_code_2784,western,1131,2062,35,118099
outlet_code_2785,western,1574,2948,51,162376
outlet_code_2786,western,1137,2073,35,118660
outlet_code_2787,outstation,3005,350,15,75136
outlet_code_2788,outstation,3366,368,17,84162
outlet_code_2789,outstation,364,141,18,90985
outlet_code_2790,outstation,313,128,16,78240
outlet_code_2791,outstation,1563,304,19,93163
outlet_code_2792,outstation,1440,289,17,87007
outlet_code_2793,outstation,1526,299,18,91313
outlet_code_2794,outstation,1194,259,15,74703
outlet_code_2795,upcountry,220,320,12,33021
outlet_code_2796,western,386,3588,48,167942
outlet_code_2797,western,340,2905,41,145152
outlet_code_2798,western,1081,1961,33,113066
outlet_code_2799,western,851,1503,25,90149
outlet_code_2800,western,797,1394,23,84701
outlet_code_2801,western,830,1460,25,87993
outlet_code_2802,western,1411,2623,45,146128
outlet_code_2803,outstation,2185,309,11,54625
outlet_code_2804,outstation,3830,392,19,95753
outlet_code_2805,outstation,208,102,10,51978
outlet_code_2806,outstation,396,149,20,99088
outlet_code_2807,outstation,866,220,12,58281
outlet_code_2808,outstation,1166,256,15,73318
outlet_code_2809,outstation,1657,315,20,97874
outlet_code_2810,outstation,1134,252,14,71691
outlet_code_2811,outstation,1059,243,14,67969
outlet_code_2812,upcountry,812,361,12,33349
outlet_code_2813,upcountry,1031,383,17,39933
outlet_code_2814,western,260,1703,29,105111
outlet_code_2815,western,738,1276,21,78798
outlet_code_2816,western,738,1276,21,78790
outlet_code_2817,outstation,3920,396,20,97988
outlet_code_2818,outstation,2057,303,10,51420
outlet_code_2819,outstation,1621,310,19,96040
outlet_code_2820,outstation,1560,303,19,93018
outlet_code_2821,outstation,1606,309,19,95313
outlet_code_2822,outstation,756,207,11,52784
outlet_code_2823,outstation,719,202,10,50965
outlet_code_2824,outstation,1020,238,13,66023
outlet_code_2825,outstation,803,212,11,55161
outlet_code_2826,upcountry,1163,396,19,43890
outlet_code_2827,upcountry,749,355,11,31455
outlet_code_2828,upcountry,1408,421,24,51249
outlet_code_2829,upcountry,772,357,11,32171
outlet_code_2830,upcountry,833,363,13,34003
outlet_code_2831,western,886,1573,27,93635
outlet_code_2832,western,945,1690,29,99521
outlet_code_2833,western,1280,2360,40,133012
outlet_code_2834,western,1060,1920,33,110981
outlet_code_2835,outstation,2596,330,13,64894
outlet_code_2836,outstation,3182,359,16,79546
outlet_code_2837,outstation,3805,390,19,95113
outlet_code_2838,outstation,2384,319,12,59591
outlet_code_2839,outstation,330,133,17,82510
outlet_code_2840,outstation,268,117,13,66962
outlet_code_2841,outstation,269,117,13,67315
outlet_code_2842,outstation,1181,258,15,74045
outlet_code_2843,outstation,789,211,11,54462
outlet_code_2844,outstation,1132,252,14,71589
outlet_code_2845,outstation,1443,289,17,87125
outlet_code_2846,outstation,779,209,11,53928
outlet_code_2847,outstation,800,212,11,55021
outlet_code_2848,outstation,1071,245,14,68571
outlet_code_2849,upcountry,914,371,14,36414
outlet_code_2850,upcountry,1156,396,19,43672
outlet_code_2851,upcountry,814,361,12,33419
outlet_code_2852,upcountry,840,364,13,34189
outlet_code_2853,western,331,2764,40,140473
outlet_code_2854,western,360,3203,44,155089
outlet_code_2855,western,986,1772,30,103624
outlet_code_2856,western,830,1459,25,87950
outlet_code_2857,western,1694,3188,55,174409
outlet_code_2858,outstation,2379,319,12,59463
outlet_code_2859,outstation,2483,324,12,62074
outlet_code_2860,outstation,3432,372,17,85789
outlet_code_2861,outstation,3626,381,18,90653
outlet_code_2862,outstation,308,127,15,77108
outlet_code_2863,outstation,992,235,13,64612
outlet_code_2864,upcountry,3636,614,30,54534
outlet_code_2865,upcountry,773,357,11,32185
outlet_code_2866,western,761,1322,22,81081
outlet_code_2867,western,1622,3044,52,167223
outlet_code_2868,western,896,1592,27,94608
outlet_code_2869,outstation,390,147,19,97424
outlet_code_2870,outstation,231,108,12,57717
outlet_code_2871,outstation,214,103,11,53422
outlet_code_2872,outstation,397,149,20,99250
outlet_code_2873,outstation,701,200,10,50028
outlet_code_2874,outstation,954,230,13,62690
outlet_code_2875,outstation,1387,282,17,84351
outlet_code_2876,outstation,1080,246,14,68984
outlet_code_2877,outstation,1004,236,13,65199
outlet_code_2878,outstation,1366,280,17,83321
outlet_code_2879,upcountry,3201,570,25,48022
outlet_code_2880,upcountry,1340,414,23,49203
outlet_code_2881,upcountry,1686,449,30,59578
outlet_code_2882,upcountry,1057,386,17,40722
outlet_code_2883,upcountry,951,375,15,37544
outlet_code_2884,upcountry,1042,384,17,40248
outlet_code_2885,upcountry,1628,443,29,57829
outlet_code_2886,western,2400,2599,28,94982
outlet_code_2887,western,2198,2196,24,84891
outlet_code_2888,western,337,2849,40,143293
outlet_code_2889,western,785,1369,23,83461
outlet_code_2890,western,1081,1963,33,113133
outlet_code_2891,western,1333,2466,42,138296
outlet_code_2892,outstation,3838,392,19,95947
outlet_code_2893,outstation,3582,379,18,89559
outlet_code_2894,outstation,2308,315,12,57711
outlet_code_2895,outstation,3991,400,20,99767
outlet_code_2896,outstation,266,117,13,66551
outlet_code_2897,outstation,352,138,18,87912
outlet_code_2898,outstation,1108,249,14,70413
outlet_code_2899,outstation,1182,258,15,74077
outlet_code_2900,outstation,1385,282,17,84241
outlet_code_2901,outstation,1580,306,19,93984
outlet_code_2902,outstation,884,222,12,59183
outlet_code_2903,outstation,963,232,13,63161
outlet_code_2904,outstation,1126,251,14,71307
outlet_code_2905,outstation,782,210,11,54085
outlet_code_2906,outstation,1654,314,20,97705
outlet_code_2907,upcountry,1639,444,29,58175
outlet_code_2908,upcountry,1558,436,27,55737
outlet_code_2909,upcountry,1555,436,27,55658
outlet_code_2910,upcountry,1220,402,20,45609
outlet_code_2911,upcountry,1681,448,30,59415
outlet_code_2912,western,295,2219,34,122316
outlet_code_2913,western,1176,2152,37,122582
outlet_code_2914,western,1052,1905,32,110247
outlet_code_2915,western,1090,1980,34,114023
outlet_code_2916,western,1013,1826,31,106293
outlet_code_2917,western,952,1705,29,100241
outlet_code_2918,western,937,1674,28,98693
outlet_code_2919,western,828,1457,24,87837
outlet_code_2920,western,973,1746,30,102318
outlet_code_2921,western,875,1549,26,92465
outlet_code_2922,western,1124,2048,35,117415
outlet_code_2923,outstation,352,138,18,88102
outlet_code_2924,outstation,284,121,14,70908
outlet_code_2925,outstation,337,134,17,84348
outlet_code_2926,outstation,1238,265,15,76911
outlet_code_2927,outstation,1463,292,18,88151
outlet_code_2928,outstation,756,207,11,52788
outlet_code_2929,outstation,1514,298,18,90685
outlet_code_2930,outstation,1431,288,17,86553
outlet_code_2931,outstation,1242,265,15,77092
outlet_code_2932,outstation,1010,237,13,65524
outlet_code_2933,outstation,1057,243,14,67837
outlet_code_2934,outstation,1453,290,18,87639
outlet_code_2935,upcountry,247,347,14,37014
outlet_code_2936,upcountry,1681,448,30,59428
outlet_code_2937,upcountry,1096,390,18,41874
outlet_code_2938,upcountry,792,359,12,32749
outlet_code_2939,upcountry,724,352,10,30711
outlet_code_2940,western,2445,2690,29,97253
outlet_code_2941,western,2571,2942,31,103545
outlet_code_2942,western,346,2992,42,148059
outlet_code_2943,western,253,1597,28,101580
outlet_code_2944,western,1180,2160,37,122976
outlet_code_2945,western,1305,2409,41,135451
outlet_code_2946,western,1391,2582,44,144082
outlet_code_2947,outstation,3163,358,16,79065
outlet_code_2948,outstation,342,136,17,85586
outlet_code_2949,outstation,357,139,18,89280
outlet_code_2950,outstation,225,106,11,56196
outlet_code_2951,outstation,352,138,18,87971
outlet_code_2952,outstation,1598,308,19,94877
outlet_code_2953,outstation,1044,241,13,67208
outlet_code_2954,outstation,777,209,11,53865
outlet_code_2955,outstation,1417,286,17,85830
outlet_code_2956,outstation,1048,242,13,67417
outlet_code_2957,outstation,1196,260,15,74817
outlet_code_2958,outstation,1217,262,15,75867
outlet_code_2959,upcountry,339,439,20,50789
outlet_code_2960,upcountry,924,372,14,36732
outlet_code_2961,upcountry,759,356,11,31772
outlet_code_2962,upcountry,836,364,13,34088
outlet_code_2963,upcountry,1698,450,30,59952
outlet_code_2964,western,3262,4324,45,138091
outlet_code_2965,western,381,3510,47,165344
outlet_code_2966,western,210,955,22,80151
outlet_code_2967,western,239,1385,26,94492
outlet_code_2968,western,1491,2783,48,154128
outlet_code_2969,western,1629,3059,53,167944
outlet_code_2970,western,1221,2242,38,127078
outlet_code_2971,western,717,1234,21,76690
outlet_code_2972,outstation,2035,302,10,50873
outlet_code_2973,outstation,361,140,18,90338
outlet_code_2974,outstation,287,122,14,71864
outlet_code_2975,outstation,292,123,15,73092
outlet_code_2976,outstation,1115,250,14,70771
outlet_code_2977,outstation,1574,305,19,93706
outlet_code_2978,outstation,893,223,12,59674
outlet_code_2979,outstation,981,234,13,64074
outlet_code_2980,upcountry,3380,588,27,50695
outlet_code_2981,upcountry,266,366,15,39953
outlet_code_2982,upcountry,1228,403,21,45830
outlet_code_2983,upcountry,985,378,16,38548
outlet_code_2984,upcountry,744,354,11,31330
outlet_code_2985,upcountry,1445,424,25,52348
outlet_code_2986,upcountry,1241,404,21,46230
outlet_code_2987,western,2555,2909,31,102733
outlet_code_2988,western,2917,3634,38,120862
outlet_code_2989,western,3765,5330,55,163243
outlet_code_2990,western,3892,5583,58,169583
outlet_code_2991,western,294,2211,34,122027
outlet_code_2992,western,339,2890,41,144657
outlet_code_2993,western,306,2391,36,128049
outlet_code_2994,western,333,2793,40,141426
outlet_code_2995,western,1112,2024,34,116186
outlet_code_2996,western,707,1214,20,75715
outlet_code_2997,western,1070,1940,33,111979
outlet_code_2998,outstation,2369,318,12,59223
outlet_code_2999,outstation,3725,386,19,93117
outlet_code_3000,outstation,2195,310,11,54864
outlet_code_3001,outstation,353,138,18,88318
outlet_code_3002,outstation,354,138,18,88391
outlet_code_3003,outstation,367,142,18,91747
outlet_code_3004,outstation,328,132,16,81958
outlet_code_3005,outstation,1574,305,19,93706
outlet_code_3006,outstation,835,216,11,56754
outlet_code_3007,outstation,1698,320,20,99887
outlet_code_3008,outstation,1463,292,18,88144
outlet_code_3009,outstation,1247,266,15,77372
outlet_code_3010,outstation,1188,259,15,74412
outlet_code_3011,outstation,1238,265,15,76898
outlet_code_3012,upcountry,361,461,22,54159
outlet_code_3013,western,3905,5610,58,170246
outlet_code_3014,western,377,3453,47,163439
outlet_code_3015,western,309,2436,36,129536
outlet_code_3016,western,1467,2735,47,151729
outlet_code_3017,western,1045,1890,32,109490
outlet_code_3018,outstation,3645,382,18,91115
outlet_code_3019,outstation,2626,331,13,65647
outlet_code_3020,outstation,1116,250,14,70786
outlet_code_3021,outstation,1481,294,18,89037
outlet_code_3022,outstation,1310,273,16,80484
outlet_code_3023,outstation,1061,243,14,68074
outlet_code_3024,outstation,1426,287,17,86286
outlet_code_3025,outstation,1295,271,16,79742
outlet_code_3026,outstation,1030,240,13,66522
outlet_code_3027,upcountry,1272,407,21,47162
outlet_code_3028,western,2978,3755,40,123881
outlet_code_3029,western,388,3615,48,168823
outlet_code_3030,western,257,1651,29,103352
outlet_code_3031,western,1401,2601,45,145051
outlet_code_3032,western,1542,2885,49,159244
outlet_code_3033,western,879,1558,26,92880
outlet_code_3034,western,1175,2151,37,122542
outlet_code_3035,western,908,1617,27,95850
outlet_code_3036,western,1252,2304,39,130188
outlet_code_3037,western,803,1407,24,85331
outlet_code_3038,outstation,203,101,10,50643
outlet_code_3039,outstation,232,108,12,57911
outlet_code_3040,outstation,756,207,11,52815
outlet_code_3041,outstation,921,227,12,61044
outlet_code_3042,outstation,1305,273,16,80266
outlet_code_3043,outstation,1146,254,14,72296
outlet_code_3044,outstation,1016,238,13,65820
outlet_code_3045,outstation,764,208,11,53211
outlet_code_3046,upcountry,362,462,22,54360
outlet_code_3047,upcountry,753,355,11,31584
outlet_code_3048,upcountry,1190,399,20,44710
outlet_code_3049,western,305,2375,36,127485
outlet_code_3050,western,245,1471,27,97373
outlet_code_3051,western,394,3704,49,171815
outlet_code_3052,western,835,1469,25,88456
outlet_code_3053,western,1109,2018,34,115918
outlet_code_3054,western,1057,1914,32,110694
outlet_code_3055,western,1384,2567,44,143367
outlet_code_3056,western,1186,2173,37,123647
outlet_code_3057,western,1133,2066,35,118301
outlet_code_3058,outstation,276,119,14,69084
outlet_code_3059,outstation,975,233,13,63740
outlet_code_3060,outstation,949,230,12,62470
outlet_code_3061,outstation,1050,242,14,67520
outlet_code_3062,outstation,909,225,12,60454
outlet_code_3063,outstation,1653,314,20,97656
outlet_code_3064,outstation,1191,259,15,74574
outlet_code_3065,outstation,979,233,13,63939
outlet_code_3066,outstation,1512,297,18,90605
outlet_code_3067,outstation,1431,288,17,86557
outlet_code_3068,upcountry,3593,609,30,53888
outlet_code_3069,upcountry,2277,478,13,34161
outlet_code_3070,upcountry,1080,388,18,41410
outlet_code_3071,upcountry,1306,411,22,48170
outlet_code_3072,upcountry,989,379,16,38662
outlet_code_3073,upcountry,1491,429,26,53740
outlet_code_3074,upcountry,939,374,15,37171
outlet_code_3075,upcountry,1464,426,25,52933
outlet_code_3076,western,2481,2762,30,99055
outlet_code_3077,western,377,3461,47,163700
outlet_code_3078,western,1196,2192,37,124577
outlet_code_3079,western,1186,2173,37,123642
outlet_code_3080,outstation,2128,306,11,53194
outlet_code_3081,outstation,266,116,13,66488
outlet_code_3082,outstation,312,128,16,77877
outlet_code_3083,outstation,225,106,11,56152
outlet_code_3084,outstation,388,147,19,96891
outlet_code_3085,outstation,1538,301,18,91883
outlet_code_3086,outstation,1267,268,16,78330
outlet_code_3087,outstation,932,228,12,61611
outlet_code_3088,outstation,1437,288,17,86865
outlet_code_3089,outstation,1246,265,15,77277
outlet_code_3090,outstation,1521,299,18,91060
outlet_code_3091,outstation,1602,308,19,95088
outlet_code_3092,upcountry,3621,612,30,54321
outlet_code_3093,upcountry,3719,622,31,55787
outlet_code_3094,upcountry,262,362,15,39362
outlet_code_3095,upcountry,346,446,21,51938
outlet_code_3096,upcountry,1688,449,30,59639
outlet_code_3097,western,343,2943,41,146425
outlet_code_3098,western,331,2769,40,140638
outlet_code_3099,western,1199,2199,37,124928
outlet_code_3100,western,938,1675,28,98752
outlet_code_3101,outstation,2637,332,13,65926
outlet_code_3102,outstation,2674,334,13,66852
outlet_code_3103,outstation,3458,373,17,86454
outlet_code_3104,outstation,3524,376,18,88099
outlet_code_3105,outstation,775,209,11,53754
outlet_code_3106,outstation,739,205,10,51951
outlet_code_3107,outstation,1403,284,17,85132
outlet_code_3108,outstation,1149,254,14,72449
outlet_code_3109,outstation,727,203,10,51334
outlet_code_3110,outstation,1634,312,19,96718
outlet_code_3111,upcountry,327,427,20,49076
outlet_code_3112,upcountry,332,432,20,49767
outlet_code_3113,upcountry,327,427,19,49000
outlet_code_3114,upcountry,963,376,15,37888
outlet_code_3115,upcountry,1695,449,30,59846
outlet_code_3116,upcountry,982,378,16,38450
outlet_code_3117,upcountry,1336,414,23,49092
outlet_code_3118,western,2215,2230,24,85757
outlet_code_3119,western,392,3683,49,171093
outlet_code_3120,western,305,2368,36,127264
outlet_code_3121,western,1652,3104,53,170212
outlet_code_3122,western,1328,2456,42,137779
outlet_code_3123,western,1126,2051,35,117557
outlet_code_3124,outstation,2906,345,15,72644
outlet_code_3125,outstation,2967,348,15,74170
outlet_code_3126,outstation,3897,395,19,97428
outlet_code_3127,outstation,1658,315,20,97903
outlet_code_3128,outstation,1038,241,13,66917
outlet_code_3129,outstation,1179,258,15,73967
